"2","13","Mon May 11 03:32:42 UTC 2009","obama","jpeb","Check this video out -- President Obama at the White House Correspondents' Dinner http://bit.ly/IMXUM"
"2","50","Thu May 14 05:25:04 UTC 2009","40d","hiteshbagai","need suggestions for a good IR filter for my canon 40D ... got some? pls DM"
"2","117","Sat May 16 16:18:36 UTC 2009","google","Annimallover","@surfit: I just checked my google for my business- blip shows up as the second entry! Huh. Is that a good or ba... ? http://blip.fm/~6emhv"
"2","136","Sun May 17 17:30:19 UTC 2009","san francisco","sulu34","is in San Francisco at Bay to Breakers."
"2","137","Sun May 17 17:30:23 UTC 2009","san francisco","schuyler","just landed at San Francisco"
"2","138","Sun May 17 17:30:56 UTC 2009","san francisco","MattBragoni","San Francisco today.  Any suggestions?"
"2","143","Sun May 17 17:35:28 UTC 2009","star trek","GeeRen","On my way to see Star Trek @ The Esquire."
"2","144","Sun May 17 17:35:45 UTC 2009","star trek","checkyesjess","Going to see star trek soon with my dad."
"2","146","Mon May 18 01:14:41 UTC 2009","Malcolm Gladwell","kottkedotorg","Bill Simmons in conversation with Malcolm Gladwell http://bit.ly/j9o50"
"2","152","Mon May 18 03:11:58 UTC 2009","""twitter api""","cURLTesting","playing with cURL and the Twitter API"
"2","154","Mon May 18 03:12:18 UTC 2009","""twitter api""","danserfaty","playing with Java and the Twitter API"
"2","174","Wed May 20 02:38:27 UTC 2009","nike","MatrixSystems","Nike owns NBA Playoffs ads w/ LeBron, Kobe, Carmelo? http://ow.ly/7Uiy  #Adidas #Billups #Howard  #Marketing #Branding"
"2","175","Wed May 20 02:38:45 UTC 2009","nike","cadburysgirl","'Next time, I'll call myself Nike'"
"2","176","Wed May 20 02:38:50 UTC 2009","nike","AddictedToFresh","New blog post: Nike SB Dunk Low Premium 'White Gum' http://tr.im/lOtT"
"2","192","Sat May 23 20:43:22 UTC 2009","weka","nikete","giving weka an app engine interface, using the bird strike data for the tests, the logo is a given."
"2","194","Sun May 24 16:18:48 UTC 2009","50d","bigdigit","Brand New Canon EOS 50D 15MP DSLR Camera Canon 17-85mm IS Lens ...: Web Technology Thread, Brand New Canon EOS 5.. http://u.mavrev.com/5a3t"
"2","205","Mon May 25 17:15:24 UTC 2009","stanford","susangao","NVIDIA Names Stanford's Bill Dally Chief Scientist, VP Of Research http://bit.ly/Fvvg9"
"2","206","Mon May 25 17:15:43 UTC 2009","stanford","jimmy_chan2009","New blog post: Harvard Versus Stanford - Who Wins? http://bit.ly/MCoCo"
"2","234","Wed May 27 00:34:47 UTC 2009","jquery book","cfbloggers","jQuery UI 1.6 Book Review - http://cfbloggers.org/?c=30631"
"2","255","Wed May 27 23:56:56 UTC 2009","googleio","mastooo","At GWT fireside chat @googleio"
"2","328","Sun May 31 06:51:14 UTC 2009","viral marketing","BrandKarma","Hi there, does anyone have a great source for advice on viral marketing?... http://link.gs/YtZ8"
"2","330","Sun May 31 06:51:34 UTC 2009","viral marketing","grahamgrimshaw","Here's A case study on how to use viral marketing to add over 10,000 people to your list http://snipr.com/i50oz"
"2","390","Tue Jun 02 02:54:22 UTC 2009","""night at the museum""","Lynn_Sky","going to see the new night at the museum  movie with my family oh boy a three year old in the movies fuin"
"2","392","Tue Jun 02 02:54:44 UTC 2009","""night at the museum""","jordanforeman","Just saw the new Night at the Museum movie...it was...okay...lol 7\10"
"2","393","Tue Jun 02 02:54:51 UTC 2009","""night at the museum""","britree","Going to see night at the museum 2 with tall boy"
"2","398","Tue Jun 02 02:56:01 UTC 2009","""night at the museum""","MirandaClues","I saw Night at the Museum: Battle of the Swithsonian today. It was okay. Your typical [kids] Ben Stiller movie."
"2","399","Tue Jun 02 02:56:25 UTC 2009","""night at the museum""","RGuad08","Taking Katie to see Night at the Museum.  (she picked it)"
"2","401","Tue Jun 02 03:00:25 UTC 2009","gm","EconomyUpdates","GM says expects announcment on sale of Hummer soon - Reuters: WDSUGM says expects announcment on sale of Hummer .. http://bit.ly/4E1Fv"
"2","417","Tue Jun 02 03:22:07 UTC 2009","time warner","ScooPost","Time Warner Cable Pulls the Plug on 'The Girlfriend Experience' - (www.tinyurl.com/m595fk)"
"2","419","Tue Jun 02 03:24:43 UTC 2009","china","HYPHYROCKSTAR","Rocawear Heads to China, Building 300 Stores  - http://tinyurl.com/nofet3"
"2","420","Tue Jun 02 03:24:47 UTC 2009","china","BreakingBizNews","Climate focus turns to Beijing: The United Nations, the US and European governments have called on China to co-o.. http://tinyurl.com/lto92n"
"2","421","Tue Jun 02 03:24:57 UTC 2009","china","myfoxdc","myfoxdc Barrie Students Back from Trip to China: A Silver Spring high school's class trip to China has en.. http://tinyurl.com/nlhqba"
"2","422","Tue Jun 02 03:25:01 UTC 2009","china","drlombardo","Three China aerospace giants develop Tianjin Binhai  New Area,  22.9 B yuan invested   http://bit.ly/mMiDv"
"2","423","Tue Jun 02 03:27:27 UTC 2009","gm","sinostream","http://xi.gs/04FO GM CEO: China will continue to be key partner"
"2","424","Tue Jun 02 03:27:48 UTC 2009","gm","hammerauto","RT @LATimesautos is now the time to buy a GM car? http://bit.ly/nRzlu"
"2","427","Tue Jun 02 03:32:14 UTC 2009","dentist","BChasnov","Dentist tomorrow. Have to brush well in the morning. Like I make my hair all nice before I get it cut. Why?"
"2","430","Tue Jun 02 03:33:30 UTC 2009","dentist","cmonaussiecmon","@kirstiealley Pet Dentist http://www.funnyville.com/fv/pictures/dogdentures.shtml"
"2","435","Tue Jun 02 04:29:16 UTC 2009","baseball","SimpleManJess","NCAA Baseball Super Regional - Rams Club http://bit.ly/Ro7nx"
"2","436","Tue Jun 02 04:29:26 UTC 2009","baseball","H3LLGWAR","just started playing Major League Baseball 2K9. http://raptr.com/H3LLGWAR"
"2","437","Tue Jun 02 04:29:30 UTC 2009","baseball","LouisvilleGrads","Cardinals baseball advance to Super Regionals. Face CS-Fullerton Friday."
"2","438","Tue Jun 02 04:39:24 UTC 2009","sony","SwainFamily","Sony coupon code.. Expires soon.. http://www.coupondork.com/r/1796"
"2","439","Tue Jun 02 04:39:49 UTC 2009","safeway","neeeelia","waiting in line at safeway."
"2","441","Tue Jun 02 04:41:03 UTC 2009","safeway","evan","Did not realize there is a gym above Safeway!"
"2","442","Tue Jun 02 04:41:07 UTC 2009","safeway","ronjon","@XPhile1908 I have three words for you: ""Safeway dot com"""
"2","444","Tue Jun 02 04:41:36 UTC 2009","safeway","SharkKMV","Bout to hit safeway I gotta eat"
"2","445","Tue Jun 02 04:41:48 UTC 2009","safeway","bosZmom","Jake's going to safeway!"
"2","446","Tue Jun 02 04:41:58 UTC 2009","safeway","penlynwilson","Found a safeway. Picking up a few staples."
"2","447","Tue Jun 02 04:42:28 UTC 2009","safeway","mobileadgirl","Safeway Super-marketing via mobile coupons http://bit.ly/ONH7w"
"2","451","Tue Jun 02 06:53:03 UTC 2009","eating","nonstopdiets","Your Normal Weight (and How to Get There) ? Normal Eating Blog http://bit.ly/ZeT8O"
